Name,Website,Phone Number,City,State,Number of Employees,zia_industry,zia_company_stage,zia_org_size,zia_service_line,zia_client_health,Create Date
Ridgeway Dental Group,https://ridgewaydentalgroup8483.example,+15653548561,Atlanta,GA,55,General Dentistry — Group,active_client,5,organizational_design,healthy,2024-09-01
Kingsley Dental Collective,https://kingsleydentalcollective8484.example,+16988489134,Kansas City,MO,112,Dental Services Organization,active_client,7,organizational_design,watchlist,2025-02-22
Ridgeway Dental Collective,https://ridgewaydentalcollective8485.example,+18532865299,Long Beach,CA,420,,active_client,30,organizational_design,healthy,2024-10-31
Meridian Oral Health Partners,https://meridianoralhealthpartners8486.example,+18093082087,Raleigh,NC,68,Dental Services Organization,active_client,4,organizational_design,healthy,2024-11-01
Glenwood Dentistry,https://glenwooddentistry8487.example,+14717431499,Miami,FL,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-12-13
Summit Ridge Dental Care Group,https://summitridgedentalcaregroup8488.example,+16697932107,Cleveland,OH,26,General Dentistry — Group,active_client,2,organizational_design,healthy,2024-11-20
Belmont Dental Associates,https://belmontdentalassociates8489.example,+19372661392,New Orleans,LA,30,General Dentistry — Group,active_client,3,organizational_design,watchlist,2025-03-20
Cedar Point Dental Collective,https://cedarpointdentalcollective8490.example,+17973397002,Arlington,TX,56,Dental Services Organization,active_client,4,organizational_design,healthy,2025-01-31
Riverstone Family Dentistry Group,https://riverstonefamilydentistrygro8491.example,+18673062801,Bakersfield,CA,32,General Dentistry — Group,active_client,2,organizational_design,healthy,2026-07-14
Cavendish Dental Collective,https://cavendishdentalcollective8492.example,+18236723726,Tampa,FL,54,Dental Services Organization,active_client,6,organizational_design,healthy,2025-11-17
Foxfield Periodontal Specialists,https://foxfieldperiodontalspecialis8493.example,+15656939484,Aurora,CO,13,DSO,active_client,1,organizational_design,healthy,2025-05-03
Northline Dentistry,https://northlinedentistry8494.example,+17916734302,Santa Ana,CA,16,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-03-15
Lockhart Oral Health Partners,https://lockhartoralhealthpartners8495.example,+17804387774,Anaheim,CA,180,Dental Services Organization,active_client,18,organizational_design,healthy,2024-10-02
Bayview Surgical Arts,https://bayviewsurgicalarts8496.example,+18723325634,New York,NY,18,Oral Surgery,active_client,1,organizational_design,healthy,2025-12-10
Alder Creek Dental Alliance,https://aldercreekdentalalliance8497.example,+12377747590,Los Angeles,CA,272,Dental Services Organization,active_client,16,organizational_design,healthy,2024-12-21
Cedar Point Orthodontics,https://cedarpointorthodontics8498.example,+16994927725,Chicago,IL,40,Orthodontics,active_client,4,organizational_design,healthy,2026-01-26
Everly Dental Studio,https://everlydentalstudio8499.example,+18782595201,Houston,TX,6,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2024-11-09
Bramwell Specialty Care Partners,https://bramwellspecialtycarepartner8500.example,+14396632372,Phoenix,AZ,11,Medical — Specialty,active_client,1,organizational_design,healthy,2024-08-24
Stonebridge Dental Partners,https://stonebridgedentalpartners8501.example,+16783649033,Philadelphia,PA,418,Dental Services Organization,active_client,38,organizational_design,healthy,2025-05-30
Windsor Sports Rehab,https://windsorsportsrehab.example,+13532445472,San Antonio,TX,18,Physical Therapy,active_client,1,organizational_design,healthy,2025-01-11
Highpoint Dental Alliance,https://highpointdentalalliance8503.example,+15073679698,San Diego,CA,560,Dental Services Organization,active_client,35,organizational_design,healthy,2026-06-19
Fairmont Smile Dentistry,https://fairmontsmiledentistry8504.example,+16153406003,Dallas,TX,19,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2025-01-04
Draycott Dentistry,https://draycottdentistry8505.example,+13905302644,San Jose,CA,18,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-02-28
Kingsley Children’s Dental,https://kingsleychildrensdental.example,+18334126233,Austin,TX,15,Pediatric Dentistry,active_client,1,organizational_design,healthy,2024-11-04
Alder Creek Orthodontic Specialists,https://aldercreekorthodonticspecial8507.example,+18193999577,Jacksonville,FL,30,Orthodontics,active_client,3,organizational_design,healthy,2025-10-28
Brookvale Family Dental,https://brookvalefamilydental8508.example,+13555746906,Fort Worth,TX,11,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-06-02
Camden Oral & Maxillofacial Surgery,https://camdenoralmaxillofacialsurge8509.example,+16518531248,Columbus,OH,21,Oral Surgery,active_client,1,organizational_design,healthy,2024-12-24
Ellswood Smile Partners,https://ellswoodsmilepartners8510.example,+13726614091,Indianapolis,IN,360,Dental Services Organization,active_client,30,organizational_design,healthy,2025-01-28
Thornbury Dental Studio,https://thornburydentalstudio8511.example,+15415445479,Charlotte,NC,14,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-05-06
Kingsley Dental Studio,https://kingsleydentalstudio8512.example,+15398578673,San Francisco,CA,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-06-04
Sinclair Kids Dental Care,https://sinclairkidsdentalcare8513.example,+13488489515,Seattle,WA,7,Pediatric Dentistry,active_client,1,organizational_design,watchlist,2025-08-26
Fairmont Dental Studio,https://fairmontdentalstudio8514.example,+18798648530,Denver,CO,19,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-10-16
Harbour Children’s Dental,https://harbourchildrensdental8515.example,+18028311390,Boston,MA,20,Pediatric Dentistry,active_client,1,organizational_design,healthy,2024-11-24
Windsor Smile Partners,https://windsorsmilepartners8516.example,+18394026576,El Paso,TX,253,Dental Services Organization,active_client,23,organizational_design,healthy,2026-03-15
Harbour Dental Associates,https://harbourdentalassociates8517.example,+15026736732,Nashville,TN,33,General Dentistry — Group,active_client,3,organizational_design,healthy,2025-02-25
Redwood Dental Associates,https://redwooddentalassociates8518.example,+14813598176,Detroit,MI,36,General Dentistry — Group,active_client,4,organizational_design,healthy,2026-01-14
Alder Creek Dental Care,https://aldercreekdentalcare8519.example,+13145554752,Oklahoma City,OK,13,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-12-18
Camden Dental Associates,https://camdendentalassociates8520.example,+13836985275,Portland,OR,22,General Dentistry — Group,active_client,2,organizational_design,watchlist,2025-10-07
Thornbury Surgical Arts,https://thornburysurgicalarts8521.example,+13463664308,Las Vegas,NV,20,Oral Surgery,active_client,1,organizational_design,healthy,2025-04-09
Ridgeway Family Dental,https://ridgewayfamilydental8522.example,+13557949334,Memphis,TN,5,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-08-11
Meridian Dental Collective,https://meridiandentalcollective8523.example,+14172888767,Louisville,KY,96,Dental Services Organization,active_client,8,organizational_design,watchlist,2025-11-30
Clearwater Children’s Dental,https://clearwaterchildrensdental8524.example,+13482882172,Baltimore,MD,8,Pediatric Dentistry,at_risk,1,organizational_design,at_risk,2026-06-09
Hollis Braces & Aligners,https://hollisbracesaligners8525.example,+13734469891,Milwaukee,WI,22,Orthodontics,active_client,2,organizational_design,watchlist,2025-05-26
Foxfield Smile Partners,https://foxfieldsmilepartners8526.example,+15658319493,Albuquerque,NM,480,Dental Services Organization,active_client,40,organizational_design,watchlist,2024-09-03
Brookvale Dental Alliance,https://brookvaledentalalliance8527.example,+18024577835,Tucson,AZ,492,Dental Services Organization,active_client,41,organizational_design,healthy,2025-04-24
Clearwater Dental Care,https://clearwaterdentalcare8528.example,+15073537903,Fresno,CA,13,General Dentistry — Solo,at_risk,1,organizational_design,at_risk,2026-03-27
Foxfield Braces & Aligners,https://foxfieldbracesaligners8529.example,+15274272082,Mesa,AZ,19,,active_client,1,organizational_design,healthy,2026-01-27
Fairmont Root Canal Specialists,https://fairmontrootcanalspecialists8530.example,+13225008243,Sacramento,CA,7,Periodontics,at_risk,1,organizational_design,at_risk,2026-03-08
Foxfield Orthodontic Specialists,https://foxfieldorthodonticspecialis8531.example,+18578277753,Atlanta,GA,33,Orthodontics,active_client,3,organizational_design,watchlist,2026-03-10
Fairmont Physical Therapy,https://fairmontphysicaltherapy8532.example,+14215815738,Kansas City,MO,5,Physical Therapy,active_client,1,organizational_design,healthy,2025-01-28
Kingsley Dental Care,https://kingsleydentalcare8533.example,+18654833661,Long Beach,CA,14,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2026-07-22
Hollis Dental Partners,https://hollisdentalpartners8534.example,+19987429318,Raleigh,NC,544,Dental Services Organization,at_risk,32,organizational_design,at_risk,2024-09-10
Tarrant Dental Studio,https://tarrantdentalstudio8535.example,+13889234027,Miami,FL,7,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-07-17
Bramwell Root Canal Specialists,https://bramwellrootcanalspecialists8536.example,+17394603927,Cleveland,OH,21,,active_client,1,organizational_design,healthy,2026-05-18
Riverstone Family Dentistry Group,https://riverstonefamilydentistrygro8537.example,+12929241274,New Orleans,LA,36,General Dentistry — Group,active_client,3,organizational_design,healthy,2024-09-03
Camden Family Dental,https://camdenfamilydental8538.example,+16796725458,Arlington,TX,17,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2025-11-16
Riverstone Periodontal Specialists,https://riverstoneperiodontalspecial8539.example,+18576962009,Bakersfield,CA,8,Periodontics,at_risk,1,organizational_design,at_risk,2025-10-23
Clearwater Family Dental,https://clearwaterfamilydental8540.example,+12518968328,Tampa,FL,20,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-01-22
Nortonville Family Dental,https://nortonvillefamilydental8541.example,+12636146954,Aurora,CO,22,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-03-23
Northline Dental Care,https://northlinedentalcare8542.example,+17187984100,Santa Ana,CA,10,General Dentistry — Solo,active_client,1,organizational_design,healthy,2026-01-30
Oakhurst Oral Health Partners,https://oakhurstoralhealthpartners8543.example,+19083234916,Anaheim,CA,120,Dental Services Organization,active_client,12,organizational_design,healthy,2026-05-29
Summit Ridge Dental Associates,https://summitridgedentalassociates8544.example,+16873747559,New York,NY,75,General Dentistry — Group,active_client,5,organizational_design,healthy,2025-08-06
Fairmont Periodontal Specialists,https://fairmontperiodontalspecialis8545.example,+18414723255,Los Angeles,CA,9,Periodontics,active_client,1,organizational_design,healthy,2026-04-25
Brookvale Oral & Maxillofacial Surgery,https://brookvaleoralmaxillofacialsu8546.example,+17963225506,Chicago,IL,7,Oral Surgery,active_client,1,organizational_design,healthy,2026-04-16
Westgate Dental Care Group,https://westgatedentalcaregroup8547.example,+12012776998,Houston,TX,28,General Dentistry — Group,active_client,2,organizational_design,healthy,2024-10-11
Cavendish Dental Care,https://cavendishdentalcare8548.example,+19638743755,Phoenix,AZ,9,General Dentistry — Solo,active_client,1,organizational_design,healthy,2025-01-20
Hollis Dental Partners,https://hollisdentalpartners8549.example,+19332817124,Philadelphia,PA,308,Dental Services Organization,active_client,28,organizational_design,healthy,2025-06-21
Clearwater Orthodontic Group,https://clearwaterorthodonticgroup8550.example,+14309147576,San Antonio,TX,27,Orthodontics,active_client,3,organizational_design,watchlist,2025-03-25
Meridian Periodontics,https://meridianperiodontics8551.example,+12619108455,San Diego,CA,11,Periodontics,active_client,1,organizational_design,healthy,2024-09-10
Riverstone Orthodontics,https://riverstoneorthodontics8552.example,+15716283974,Dallas,TX,12,Orthodontics,active_client,1,organizational_design,watchlist,2026-07-01
Nortonville Orthodontics,https://nortonvilleorthodontics8553.example,+18674578902,San Jose,CA,34,Orthodontics,active_client,2,organizational_design,healthy,2024-09-08
Cavendish Dentistry,https://cavendishdentistry8554.example,+13336285479,Austin,TX,7,General Dentistry — Solo,active_client,1,organizational_design,watchlist,2024-09-02
Fairmont Physical Therapy,https://fairmontphysicaltherapy8555.example,+17486999235,Jacksonville,FL,15,Physical Therapy,active_client,1,organizational_design,healthy,2025-02-04
Wexford Surgical Arts,https://wexfordsurgicalarts8556.example,+13114736568,Fort Worth,TX,12,Oral Surgery,active_client,1,organizational_design,watchlist,2025-07-30
Stonebridge Family Dentistry Group,https://stonebridgefamilydentistrygr8557.example,+13499939699,Columbus,OH,36,General Dentistry — Group,active_client,3,organizational_design,watchlist,2024-08-24
Meridian Surgical Arts,https://meridiansurgicalarts8558.example,+18682045859,Indianapolis,IN,14,Oral Surgery,active_client,1,organizational_design,healthy,2026-06-23
Harbour Dental Care,https://harbourdentalcare8559.example,+17897143182,Charlotte,NC,17,General Dentistry — Solo,active_client,1,organizational_design,healthy,2024-10-22
Silverbrook Periodontics,https://silverbrookperiodontics8560.example,+16672383432,San Francisco,CA,10,dental group,at_risk,1,organizational_design,at_risk,2026-03-11
Granville Children’s Dental,https://granvillechildrensdental8561.example,+18818922442,Seattle,WA,13,Pediatric Dentistry,active_client,1,organizational_design,healthy,2026-05-02
